user_name,score,content,clean_content,sentimen
Ross Rosita,4,lumayan membantu Saya dalam bertransaksi,lumayan bantu transaksi,netral
reza Muhammad,4,Saya kasih Bintang 3 aja dulu karna saya selalu gagal dalam pemindahan akun udah berbulan bulantapi tidak pernah berhasil,kasih bintang aja karna gagal pindah akun udah bulan bulantapi hasil,negatif
Hendi Sugandi,4,good,good,netral
Ismail Kanaya,4,lebih mudah,mudah,netral
Ahmad Muhajir,4,asyik banget pakai dana,asyik banget pakai dana,netral
Ar Dani,4,harusnya pengguna setia dana kalo mau pinjam dana pinjamin dong. saya pengguna setia dana tapi mau pinjam kedana ga bisa,guna setia dana kalo pinjam dana pinjamin guna setia dana pinjam dana,netral
adel cell,4,ok,ok,netral
Arya Pratama,4,sangat berguna banget,guna banget,netral
Rochman Apandi,4,lumayan,lumayan,netral
Ojo. Sutarya.,4,Saya merasa puas,puas,positif
Tisan Dier,4,baik,,netral
MAZWIR ZEN,4,aplikasi yang bermanfaat,aplikasi manfaat,netral
Andre Cio,4,"sangat bagus sekali,,,cuman dana cicilnya punya saya gak ada",bagus cuman dana cicil,positif
Sidiq Fajar,4,"dana cicil tidak bisa di gunakan,padahal limit gede hapus saja fitur dana cicil",dana cicil limit gede hapus fitur dana cicil,netral
Wahyu Slamet,4,baik,,netral
Hendra Yana1994,4,"cara adain dana cicil gmna woy , gua udah update ke yg terbaru padahal",adain dana cicil gmna woy gua udah update baru,netral
Eko Andrianto,4,sangat membantu dlm pembayaran,bantu dlm bayar,netral
Al Fatih,4,sangat membantu dlm bertransaksi 👍,bantu dlm transaksi,netral
Mamang Aseppp,4,baik,,netral
ono setya budi,4,terus tingkatkan kemampuan digital anda,tingkat mampu digital,netral
Ray channel,4,kenapa didana aku gak muncul dana instan min,dana muncul dana instan min,netral
daeng insan,4,tidak. adapengelaman,adapengelaman,netral
Teguh Dsantos,4,bagus,bagus,positif
Ridwan Putra,4,bagus,bagus,positif
Demak marpaung A mk marpaung,4,"kren ,, cuma dana cicilnya gk bisa bisaa",kren dana cicil bisaa,netral
putri milano,4,ok,ok,netral
Sepuluagustus 1994,4,keren,keren,positif
Azmi Azhar,4,aplikasi nya simple,aplikasi nya simple,netral
Rexcy,4,cepat pengingiman cepat penerimaan 😊,cepat pengingiman cepat terima,positif
Sekar Maulida,4,oke,oke,positif
DEDE SUPRIATNA CHANNEL,4,"sudah lama pakai apk dana,sering juga buat transaksi,tapi fitur dana instan belom juga muncul",pakai apk dana transaksi fitur dana instan bom muncul,netral
Damon Yip,4,suka sekali,suka,netral
Ang Bi,4,knp dana ku ga bisa di buka,knp dana ku buka,netral
Tri Imah,4,"Semua nya ok, sejauh ini pakai aman, tapi yg ga oke itu layanan pengaduannya, harus berapa lama nunggu antriannya, kalau kelwat harus jelasin ulang kronologi dan nggu lagi, kan bisa di respon aja dulu custemernya ga semua org punya waktu banyak buat nunggu antriannya",nya ok pakai aman oke layan adu nunggu antri kelwat jelasin ulang kronologi nggu respon aja custemernya org nunggu antri,positif
Joly,4,tolong di bantu dong padahal saya aktif menggunakan dana tapi kenapa saya tidak mendapatkan fitur dana cicil🙏🏻,tolong bantu aktif dana fitur dana cicil,netral
Awa Abizhar123,4,ok,ok,netral
Dewi,4,"limit dana cicil masih ada, tp entah kenapa tertulis tidak tersedia, chat DIANA, d arahkan bertanya ke customer care, d customer care juga tdk menemukan jawaban kenapa dana cicil tidak tersedia",limit dana cicil tulis sedia chat ana d arah customer care d customer care tdk temu dana cicil sedia,netral
Ndi Fraditia,4,baik,,netral
Muhammad Bayu Pribadi,4,good jobb,good jobb,netral
Dirin Alexsa,4,sangat membantu,bantu,netral
Garin NF,4,bug: batas waktu code penarikan uang akan membeku jika handphone dimatikan,bug batas code tari uang beku handphone mati,negatif
Dima ariyanti,4,untuk saat ini masih oke,oke,positif
Al-barra irawan,4,good,good,netral
Enden 185,4,simpel praktis dan mudah👍,simpel praktis mudah,netral
Azka89 Azka89,4,oke,oke,positif
Apoy Rantau,4,bgus,bgus,netral
Baron Halalo,4,proses cepat,proses cepat,positif
Angelia :3,4,aplikasi akhir akhir ini sering eror,aplikasi eror,netral
Abdulrosidcue,4,"ini gimana ya aplikasi,mau login bentar² keluar sendiri",gimana ya aplikasi login bentar,netral
Syarifayus sholihah,4,sekarang isi saldo aja ada admin nya ya,isi saldo aja admin nya ya,netral
Karlos Tiro,4,saya kasih bintang 4 karena menurut saya dana impian atau dana goals tolong KLO sudah sampai baru bisa tarik KLO belum sampai mohon di tunggu sampai selesai,kasih bintang dana impi dana goals tolong klo tarik klo mohon tunggu selesai,netral
Devi idam Idam,4,mantap,mantap,positif
Marnix Winawoda,4,"kenapa saat didaftarkan ke melolo, selalu dikatakan dompet digital tidak valid",daftar melolo dompet digital valid,netral
Irvan Elang kelana,4,kena aplikasi dana sya nggak ada dana cicil nya??,kena aplikasi dana sya dana cicil nya,netral
Erik Dwi Kurniawan,4,sangat baik,,netral
Sutirta,4,sangat mudah dalam bertransaksi dengan siapapun,mudah transaksi,netral
Ade Putra,4,bagus,bagus,positif
Sumriyah Sumriyah,4,baik,,netral
olaey zakies,4,mantapz👍👍👍👍,mantapz,netral
Didik maulul Azmi,4,coba dulu baru pakai.kalo bagus baru sya kasih bintang 5,coba pakai kalo bagus sya kasih bintang,positif
Karya Atta,4,sangat membantu,bantu,netral
Ratna Sari,4,sudah lebih dari 15 tahun pakai dana tp tidak pernah dapat fitur dana cicil.untuk yang layanan lain nya oke sih,pakai dana fitur dana cicil layan nya oke sih,positif
Jajang siswanto,4,baik bgt,banget,netral
falah Miftah,4,puas,puas,positif
Junia Ismira,4,sebenarnya aplikasi ini sudah bagus masalah nya kenapa saat pembayaran sering sekali terjadi eror,aplikasi bagus nya bayar eror,positif
Muhammad Ilham,4,"cara masuk dana tanpa otp gimana ya,karna nomor saya sudah tidak ada lagi",masuk dana otp gimana ya karna nomor,netral
Muso Likin,4,👍,,netral
Cepi Rahdiana,4,lumayan membantu,lumayan bantu,netral
crwa ncha,4,"baguss, berguna walaupun terkadang suka ngebug, gampang di pakai aplikasi nya",baguss guna terkadang suka ngebug gampang pakai aplikasi nya,netral
Wahyu bhuaye,4,"apa sih baru update juga, aplikasi nya suka ngebug bjir",sih update aplikasi nya suka ngebug bjir,netral
Fian AlfatiH,4,ok,ok,netral
Setyo Mangkunegara,4,"padahal saya sudah up dana premium tapi gabisa akses dana bisnis, mohon untuk diperbaiki",up dana premium gabisa akses dana bisnis mohon baik,positif
Fatimah Redmi,4,oke dan keren,oke keren,positif
silfiatun nisa',4,"udah 3 tahun pakek apk dana aman2 saja, tapi sekarang gak bisa komplain pdhl butuh bngt, kebetulan saya tranksaksi token listrik dari tanggal 10 maret sampek tanggal 15 maret masi di proses belum sukses/gagal, lapor ke cs dana gak di liat, udh buat nomer laporan tapi sampek kadaluarsa nomer laporannya",udah pakek apk dana aman komplain pdhl butuh bngt tranksaksi token listrik tanggal maret sampek tanggal maret mas proses sukses gagal lapor cs dana liat nomer lapor sampek kadaluarsa nomer lapor,netral
Piyus Siga,4,membantu sangat,bantu,netral
Sar Ti,4,tapi kok ngak ada dana cicilnya,ngak dana cicil,netral
I Hlw,4,hati hati pakai dana sering tidak masuk kalau top up terus pernah belanja pakai qris laporan berhasil tapi di cek sama penjual belum masiuk dan pernah transfer uang juga gak masuk trus saya chat bantuan tanggapannya gak jelas.mending pakai ewallet lain lebih aman,hati hati pakai dana masuk top up belanja pakai qris lapor hasil cek jual masiuk transfer uang masuk trus chat bantu tanggap mending pakai ewallet aman,positif
dini widia,4,kecewatidak pernahmendapatkan limit dana cicil padahal sering transaksi dan pelanggan setia sudah 4 tahun,kecewatidak pernahmendapatkan limit dana cicil transaksi langgan setia,netral
Abdee Rafhasya,4,"Terhitung hari ini tanggal 19 april 2026 saya sudah menghapus permanen akun dana saya, dan saya sudah tidak menggunakan nya lagi. terimakasih",hitung tanggal april hapus permanen akun dana nya terimakasih,netral
Lena Damayanti,4,mantuk,mantuk,netral
Wahyunie Abdullah,4,ok,ok,netral
Lolot Craft,4,"kenapaa lagii ada masalah ga bisa login ini, udah masukin pin malah disuruh nunggu 0 menit, giliran udah di tunggu 10 menit disuruh lagi nunggu 0 menitt apa maksudnya? udah 2 bulan syaa ga bisa login ke nomor dana saya lohh, padahal pin nya udah bener. di nomer dana saya ada tabungan 20jt kalau ga bisa di loginin bakal hanguss, tolong lahhh kasih tau ini kenapaa.",kenapaa lagi login udah masukin pin suruh nunggu menit gilir udah tunggu menit suruh nunggu menitt maksud udah syaa login nomor dana lohh pin nya udah nomer dana tabung jt loginin hanguss tolong lahhh kasih tau kenapaa,netral
Bos Syahranie,4,tetap konsisten,konsisten,netral
naps,4,"kadang-kadang error karena melebihi batas jumlah transaksi, tapi setelah uang yang ada di dana saya agak kurang tidak melebihi batas, itu tetap error. tolong perbaiki error itu.",kadang kadang error lebih batas transaksi uang dana lebih batas error tolong baik error,negatif
Eko Cok,4,cara aktifkan dana cicil,aktif dana cicil,netral
Ahmad faozan,4,bagus,bagus,positif
Ariel Noah,4,bintang 4 dulu,bintang,netral
Mas Bertto,4,keren,keren,positif
Ina Risnayati,4,bagus,bagus,positif
Martintopik12 Martintopik,4,kan buat transaksi min tapi tiap bulan udet terus kaya ML aja dahh,transaksi min udet kaya ml aja dahh,netral
Kurnia,4,"oke aman. cuman knpa ya pemberitahuan nya ga bisa di hapus, pesan transaksinya.",oke aman cuman knpa ya pemberitahuan nya hapus pesan transaksi,positif
"Fonicx,zxe junior",4,"gimana ini, saya udah transaksi beli kuota , saat digunakan gk bisa, seperti gk ada kuota jelas jelas masih utuh 15gb , dan sinyal pun ada dan artinya dari transaksi itu, tolong lah kalau gini saya rugi dong, giliran coba beli kuota yang lain bisa apa ini",gimana udah transaksi beli kuota kuota utuh gb sinyal transaksi tolong gin rugi gilir coba beli kuota,netral
Yudi Squat,4,Ah Malas Dana cicil gak Muncul,ah malas dana cicil muncul,netral
Wildan Kurniawan,4,sangat baik,,netral
Daenk Gotham,4,"barusan saja pakai aplikasi ini, lumayan bagus sangat membantu",barusan pakai aplikasi lumayan bagus bantu,positif
Z Hakim,4,susah menggunakan aplikasi masuk berhasil baru beberapa detik langsung keluar. sudah di coba berulang2 tetap sama aplikasi tidak menanggapi terus,susah aplikasi masuk hasil detik langsung coba ulang aplikasi tanggap,negatif
hikmatus sa adah,4,dana cicil dan dana instan dah okey cuma sayang limit gak naik naik...padahal sya gk pernah nunggak,dana cicil dana instan dah okey sayang limit sya nunggak,netral
Kry Oy3,4,mantap,mantap,positif
Cepi Maulana,4,Susah,susah,negatif
Afriyani Ani,4,tolong di aktifkan dana cicil nya,tolong aktif dana cicil nya,netral
abdul majid,4,baik,,netral
MAKSAL MINA,4,tolong buat struk,tolong struk,netral
wulan,4,sangat membantu dan bagus,bantu bagus,positif
Rinna Ayu93,4,good,good,netral
handi handriansyah,4,membantu,bantu,netral
Khaditha,4,sangat membantu,bantu,netral
Makan Dulu,4,min kenapa eror kerisnya kalo tengah malam,min eror keris kalo malam,netral
Anggi Permana,4,"tolong fitur dana cicil saya blom ada, soalnya udah melebihi pesaratan",tolong fitur dana cicil blom udah lebih sarat,netral
No Name,4,dana cicil sekarang tidak bisa di gunakan. itu kenapa?,dana cicil,netral
Yusril Mahendra,4,kenapa saya tidak ada dana cicilian padahal udah lama makenya 1 tahun lebih,dana cicilian udah makenya,netral
Jun Aidi,4,lumayan lah,lumayan,netral
Heru Nurisman,4,oke,oke,positif
koki kita,4,good,good,netral
Dessy Susanty,4,dana sangat baik buat saya.saya suka pkai dana apalagi klu kirim itu gratis,dana suka pkai dana klu kirim gratis,netral
Bagas Askara dalla,4,sangat mudah,mudah,netral
Putri Babeh,4,dana cicil lama munculnya,dana cicil muncul,netral
Yosephina Daiman,4,baik,,netral
Benni Ujungbatu,4,👍,,netral
Renda,4,saya 2x download. tapi g bisa dipake alasan jaringan,x download g dipake alas jaring,netral
Senja Wisnu,4,"fitur dana premium belum muncul,... banyak fitur² baru tapi tidak ada di akun saya",fitur dana premium muncul fitur akun,netral
Nur Andriani,4,knpa buat QR akhir akhir ini sering error,knpa qr error,negatif
CUADI,4,banyak duit saya,duit,netral
Azhari Saja,4,"Belum bisa dana cicil, padahal udah lama makenya, dan selalu transaksi tiap bulannya",dana cicil udah makenya transaksi bulan,netral
andik gak jelas blas,4,kenapa limit dana cicil tidak bisa di pakai,limit dana cicil pakai,netral
Sandri Abeng,4,bangus,bangus,netral
Dandy 029,4,baik,,netral
Lorus distribusi,4,oke,oke,positif
Fit rah,4,sangat bagus,bagus,positif
Rahmat,4,tolong Adain fitur nabung yang hanya boleh di ambil pas targetnya cukup sekali lagi targetnya cukup.,tolong adain fitur nabung ambil pas target target,netral
Madridista 21,4,apk tolol top up saldo gk masuk gk ada kendala di jaringan emng dasar apk tolol kesel bgt gw mendi pindah ke seabank aj mnurut gw dan juga mau tarik saldo impian juga kagak bisa gagal terus aneh bgt nih apk pokoknya udah rusak nih apk mana saldo dana goals gw gk bisa ditarik😡😡,apk tolol top up saldo masuk kendala jaring emng dasar apk tolol kesel banget gw mendi pindah seabank aj mnurut gw tarik saldo impi kagak gagal aneh banget nih apk pokok udah rusak nih apk saldo dana goals gw tarik,negatif
Basyuni,4,mohon hapus data data saya di akun Dana,mohon hapus data data akun dana,netral
Risma910 official,4,tidak dapat menarik dana goals,tarik dana goals,netral
Ihsan Thazani,4,"semoga kedepan tetap terus memperhatikan keamanan, kenyamanan dan kepuasan pengguna,",moga depan perhati aman nyaman puas guna,positif
Hije Ria,4,kenapa dana saya tidak bisa terima transferan dari brimo?,dana terima transfer brimo,netral
Budak Angon,4,siip,siip,netral
Aris mawan,4,Dibantu login ke akun saya,bantu login akun,netral
Putra 95,4,sangat bagus,bagus,positif
Gembel Boy,4,aplikasi ya 👍,aplikasi ya,netral
345 Sanzz12,4,👍,,netral
Anasradika Sakil,4,kenapa dana cicil tdk bisa dgunkan,dana cicil tdk dgunkan,netral
Candra Agus,4,masih menunggu dana instants jadi 4 bintang aj dlu,tunggu dana instants bintang aj dlu,netral
Tomketslengean_27 Tomi,4,saya ingin mengobrol terkait akun saya dimana bisa bertemu/berkunjung di kantor dana,obrol kait akun mana temu kunjung kantor dana,netral
Anggi Ghozaali,4,kalau nomer dana tidak aktif gimana min masuk dana nya?,nomer dana aktif gimana min masuk dana nya,netral
Reny gustin Gul,4,semoga Refan uang saya hari ini cepat di proses,moga refan uang cepat proses,positif
Harry Puryanto,4,bagus transaksi lebih mudah,bagus transaksi mudah,positif
IKBAL GANTENG,4,soalnya pake biaya admin,pake biaya admin,netral
Laylatul Adhani,4,"overall bagus cuma saya mengalami Kendala di dana bisnis, transaksi 2 kali di hari yang sama yang masuk di dana bisnis hanya 1 dan belum ada kejelasan setelah lapor cs dana sudah 2 hari",overall bagus alami kendala dana bisnis transaksi kali masuk dana bisnis jelas lapor cs dana,positif
Bima Putra,4,👌,,netral
Adi Permadi,4,terkadang kalau mau tf suka eror,terkadang tf suka eror,netral
Eka Lestari,4,saya berusaha menggunakan dana dengan berhati-hati trus riwayat transaksi saya nominal nya juga lumayan TPI kenapa apk dana saya tidak muncul dana cicil padahal saya pengguna dana versi lama sampe sekarang mohon tindakan nya min saya kasih bintang 4 dlu tar KLO fitur nya udah ada diakun saya pasti saya kasih bintang 5,usaha dana hati hati trus riwayat transaksi nominal nya lumayan tpi apk dana muncul dana cicil guna dana versi sampe mohon tindak nya min kasih bintang dlu tar klo fitur nya udah akun kasih bintang,netral
Deril Nuril,4,fiturnya kurang lengkap,fiturnya lengkap,netral
Widodo 1993,4,"min ko jaringan tidak ada sih pas buka aplikasi dana,padahal data aktif",min ko jaring sih pas buka aplikasi dana data aktif,netral
Tumi Ngin,4,sangat baik,,netral
Iwan Hermawan,4,ok,ok,netral
Slamet Sukoco,4,dari kemaren masukin data dgn benar tapi belum juga di fervikasi.. sttus lagi di cek dan sudah beberapa kali.. sudah perlu mau ambil uang untuk beli popok anak tapi status masih di cek terus,kemaren masukin data fervikasi sttus cek kali ambil uang beli popok anak status cek,netral
bendot Umum,4,kenapa sekarang setiap pembayaran kok dilemparkan ke DANA CICILAN? tolong min diperbaiki LG KLO bisa dikasih pilihan TUNAI apa CICIL jangan maksa suruh bayar cicil,bayar lempar dana cicil tolong min baik lg klo kasih pilih tunai cicil maksa suruh bayar cicil,positif
ASM GAN,4,sangat membantu,bantu,netral
Haji Adul,4,sangat mudah di gunakan,mudah,netral
Lilih Df,4,dana laternya katanya ada tapibga ada,dana laternya tapibga,netral
Ntn 12,4,"ga muncul""dana cicilnyqa",muncul dana cicilnyqa,netral
Roreng Belk,4,lumayan,lumayan,netral
Aiis Sabillah,4,"apaa bgtsi dana, gua stiap kali uninstall, trus gua pasang lagi selalu abis masukin nmr hp pasti selalu ada tulisan ""Maaf ada gangguan teknis"" ini udh trjadi bbrpa kali di dana gua, entah aplikasi nya sdg bermasalah atau apa, tp gua kecewa pake bgt si",apaa bgtsi dana gua stiap kali uninstall trus gua pasang abis masukin nmr hp tulis maaf ganggu teknis trjadi bbrpa kali dana gua aplikasi nya sdg masalah gua kecewa pake banget si,negatif
Steven Bakti,4,sangat bagus sekali dan aman di gunakan selama ini,bagus aman,positif
Hadi Ramdhani (Hadi),4,ok bangett,ok bangett,netral
Al Furqan,4,good,good,netral
Sar Yadi,4,baguus top,baguus top,positif
Irwan Yogi,4,ayolah bantu munculkan fitur dana cicil,ayo bantu muncul fitur dana cicil,netral
Jamal Baesi,4,aplikasi dana ku gk ada dana cicilnya hahhahaah,aplikasi dana ku dana cicil hahhahaah,netral
Waryati Waryati,4,praktis,praktis,netral
Mutam ahmad,4,aplikasi ini sangat lah keren,aplikasi keren,positif
Ucok Harahap,4,lumayan memuaskan,lumayan muas,netral
Sari Mhala,4,dana saya sering gagal dalam transaksi,dana gagal transaksi,negatif
Bala Rama,4,cuman saya gak bisa pakai dana cicil sisanya bagus semua,cuman pakai dana cicil sisa bagus,positif
Rara Aristina,4,mantap,mantap,positif
Jefri Putra,4,kok GK bisa buat deposit,deposit,netral
agus susilo,4,ok aplikasi ny,ok aplikasi ny,netral
